NICsChecksID,Month,State,Permit,Permit_Recheck,Handgun,Long_Gun,Other,Multiple,Admin,PrePawn_Handgun,Pre_Pawn_Long_Gun,Prepawn_Other,Redemption_Handgun,Redemption_Long_Gun,Redemption_Other,Returned_Handgun,Returned_Long_Gun,Returned_Other,Rentals_Handgun,Rentals_Long_Gun,Private_Sale_Handgun,private_sale_long_gun,Private_Sale_Other,Return_To_Seller_Handgun,Return_To_Seller_Long_Gun,Return_To_Seller_Other,Totals,Latitude,longitude
3645,2016-11,Indiana,40805,0,25246,23336,1521,912,15,1,2,0,30,646,12,9,0,0,0,0,0,0,0,0,0,0,92535,41.5779,-87.1563
3646,2016-11,Iowa,12788,98,399,5112,38,13,0,0,0,0,0,64,1,13,14,0,0,0,0,0,0,0,0,0,18540,42.4876,-92.3412
3647,2016-11,Kansas,2459,1,8136,9854,537,493,2,3,1,0,621,503,10,21,4,1,0,0,0,0,0,0,0,0,22646,37.6779,-97.3495
3648,2016-11,Kentucky,297507,0,12847,14844,329,640,0,9,9,0,1771,2473,7,5,3,0,0,0,0,0,0,0,0,0,330444,38.0652,-84.5067
3649,2016-11,Louisiana,2928,0,14674,18349,938,850,0,4,9,1,985,1215,5,0,0,0,0,0,8,11,1,0,0,1,39979,29.9668,-90.0188
3650,2016-11,Maine,533,0,4135,5097,283,196,1,1,2,0,80,156,4,9,9,0,0,0,0,0,0,0,0,0,10506,43.4564,-70.5447
3652,2016-11,Maryland,2214,0,5356,9509,220,38,0,0,0,0,59,178,2,36,25,0,0,0,0,5,2,0,0,3,17647,39.3342,-76.6844
3653,2016-11,Massachusetts,9009,0,7117,4783,350,197,2,0,0,0,4,8,0,0,0,0,0,0,57,47,7,0,0,0,21581,41.6942,-71.1366
3654,2016-11,Michigan,20528,21,15803,18241,656,333,0,0,1,0,9,444,7,78,16,0,0,0,0,0,0,0,0,0,56137,42.3819,-83.2819
3655,2016-11,Minnesota,32676,0,12338,15597,907,444,0,2,0,0,223,440,12,18,9,0,0,0,0,0,0,0,0,0,62666,44.9918,-93.1702
3656,2016-11,Mississippi,2052,0,9382,13481,356,528,0,24,20,0,1367,1893,10,0,0,0,0,0,0,0,0,0,0,0,29113,33.6071,-88.659
3657,2016-11,Missouri,1504,0,23719,26338,1473,1297,0,3,10,2,1224,1812,11,100,7,1,0,0,0,0,0,0,0,0,57501,38.6167,-90.1936
5915,2013-06,Nevada,1938,,4043,3125,196,274,0,0,0,0,235,150,1,,,,,0,,,,,,,9962,36.1782,-115.064
3658,2016-11,Montana,1621,0,3093,5546,233,231,14,2,3,0,424,883,1,18,5,0,0,0,0,0,0,0,0,0,12074,45.776,-108.498
3659,2016-11,Nebraska,5008,34,216,3688,22,12,0,0,0,0,5,93,1,3,4,0,0,0,0,0,0,0,0,0,9086,42.268,-96.8673
3660,2016-11,Nevada,2595,0,6338,4291,352,436,0,0,0,0,318,146,0,0,0,0,0,0,0,0,0,0,0,0,14476,36.1782,-115.064
3661,2016-11,New Hampshire,3814,0,6283,4822,237,4,3,0,0,0,0,15,2,70,3,3,0,0,0,0,0,0,0,0,15256,43.2465,-70.8627
3662,2016-11,New Jersey,0,0,5398,5720,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11317,40.7047,-74.0794
3663,2016-11,New Mexico,1019,0,6153,6034,490,356,0,5,4,0,440,565,8,42,0,0,0,0,0,0,0,0,0,0,15116,32.7116,-104.396
3664,2016-11,New York,3702,720,11157,25229,1245,248,0,5,1,0,15,52,4,0,7,0,6,6,309,264,34,2,3,0,43009,40.6403,-74.166
3665,2016-11,North Carolina,29034,0,1709,23215,939,262,0,7,10,1,1926,2521,8,0,0,0,0,1,4,12,1,2,4,2,59658,35.1002,-78.9817
3666,2016-11,North Dakota,720,0,1827,3546,104,98,0,1,0,0,47,151,0,0,0,0,0,0,0,0,0,0,0,0,6494,47.8889,-97.0635
3667,2016-11,Ohio,12670,162,37304,32312,1977,1694,0,7,3,2,1403,1357,8,19,7,3,0,0,0,0,0,0,0,0,88928,39.1016,-84.5097
3668,2016-11,Oklahoma,0,0,16348,17019,1274,1088,0,20,27,0,1908,2365,20,0,0,0,0,0,19,26,6,2,0,1,40123,35.7479,-95.3697
3669,2016-11,Oregon,831,0,17013,15711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33555,45.5867,-122.587
3670,2016-11,Pennsylvania,30800,0,66188,20487,42,0,205,0,0,0,0,0,0,510,146,0,0,0,0,0,0,0,0,0,118378,39.9325,-75.1745
3672,2016-11,Rhode Island,0,0,1271,1065,94,201,0,0,0,0,5,3,1,11,3,4,0,0,0,0,0,0,0,0,2658,41.8201,-71.4281
3673,2016-11,South Carolina,12216,0,12839,11547,616,558,0,18,7,1,998,824,2,71,7,0,0,0,1,5,1,0,0,0,39711,32.7792,-80.2227
3674,2016-11,South Dakota,1501,0,3456,5677,374,209,0,2,2,0,147,253,1,0,0,0,0,0,0,0,0,0,0,0,11622,43.3067,-100.581
3675,2016-11,Tennessee,17474,0,29502,25976,1719,0,1,0,0,0,0,0,0,33,11,6,0,0,0,0,0,0,0,0,74722,35.1446,-85.2751
3676,2016-11,Texas,23199,0,58778,56057,3610,3760,0,31,30,3,6529,5409,62,49,2,0,0,0,0,0,0,0,0,0,157519,35.2094,-101.852
3677,2016-11,Utah,13500,9,5232,7021,374,0,0,0,2,0,247,333,0,134,64,12,0,0,0,0,0,0,0,0,26928,40.7791,-111.942
3678,2016-11,Vermont,0,0,1342,1975,109,73,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3503,43.6081,-73.2739
3680,2016-11,Virginia,695,0,29544,26823,1298,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,58362,36.9172,-76.2739
3681,2016-11,Washington,13926,102,19534,16266,2243,808,3,6,5,1,1204,1106,9,397,113,7,0,0,631,546,42,4,9,1,56963,46.8306,-122.252
3682,2016-11,West Virginia,1786,0,7824,11134,333,465,3,7,22,1,1118,2664,8,10,1,2,0,0,0,0,0,0,0,0,25378,38.416,-82.4205
3683,2016-11,Wisconsin,26474,0,17580,19631,883,34,0,0,0,2,127,477,9,33,27,0,0,0,0,0,0,0,0,0,65277,43.0694,-87.9049
3684,2016-11,Wyoming,393,11,2097,2691,136,125,1,2,2,0,151,203,2,0,0,0,0,0,0,0,0,0,0,0,5814,42.8973,-106.464
3685,2016-10,Alabama,22979,0,7757,8865,403,429,0,10,12,1,1369,1419,7,0,0,0,0,0,0,0,0,0,0,0,43251,32.4184,-86.2826
3686,2016-10,Alaska,336,0,3906,3949,347,274,0,6,8,0,259,265,0,22,11,0,0,0,0,0,0,0,0,0,9383,61.615,-149.619
3687,2016-10,Arizona,8072,65,12405,9382,1224,681,0,8,5,0,1408,770,11,95,7,0,0,0,1,0,0,0,0,0,34134,33.5093,-112.074
3688,2016-10,Arkansas,4005,1088,5607,8235,309,373,34,3,10,1,1040,1998,6,0,0,0,0,0,0,0,0,0,0,0,22709,35.9273,-89.919
5916,2013-06,New Hampshire,2676,,3514,2738,33,2,1,0,0,0,0,11,0,,,,,0,,,,,,,8975,43.2465,-70.8627
3689,2016-10,California,60578,0,45785,54333,19226,0,0,0,0,0,506,534,6,0,0,0,0,0,0,0,0,0,0,0,180968,34.1477,-119.195
3690,2016-10,Colorado,4751,0,20343,16962,1701,1329,0,0,0,0,0,0,0,220,31,0,0,0,0,0,0,0,0,0,45337,38.9184,-104.712
3691,2016-10,Connecticut,6827,0,6374,2698,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16048,41.2024,-73.1981
3692,2016-10,Delaware,1317,0,2070,2082,119,107,0,1,4,0,28,26,3,0,0,0,0,0,0,0,0,0,0,0,5757,39.7454,-75.5726
3693,2016-10,District of Columbia,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,38.831,-77.002
3694,2016-10,Florida,23891,0,50003,27010,3908,2302,0,18,7,0,3042,1225,4,205,39,3,0,0,0,0,0,0,0,0,111657,29.5533,-81.2302
3695,2016-10,Georgia,17189,0,13799,12262,592,664,0,15,14,2,1826,1934,11,0,0,0,0,0,0,0,0,0,0,0,48308,33.7689,-84.4215
3697,2016-10,Hawaii,1268,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1277,21.3186,-157.865
3698,2016-10,Idaho,2895,0,3913,5787,270,208,0,1,6,0,347,688,5,27,13,0,0,0,0,0,0,0,0,0,14160,42.5578,-114.471
3699,2016-10,Illinois,20563,98970,33986,14739,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169348,41.6762,-87.6204
3700,2016-10,Indiana,30950,0,21058,16857,1725,829,12,1,5,2,31,590,14,11,0,0,0,0,0,0,0,0,0,0,72085,41.5779,-87.1563
3701,2016-10,Iowa,10955,31,221,3557,25,11,3,0,0,0,0,83,0,9,8,5,0,0,0,0,0,0,0,0,14908,42.4876,-92.3412
3702,2016-10,Kansas,2283,1,6527,6775,534,418,2,4,2,0,633,447,12,15,3,0,0,0,0,0,0,0,0,0,17656,37.6779,-97.3495
3703,2016-10,Kentucky,354387,0,10111,10030,354,519,0,10,9,0,1663,1885,3,2,0,0,0,0,0,0,0,0,0,0,378973,38.0652,-84.5067
3704,2016-10,Louisiana,3103,0,11865,13673,1043,679,0,8,8,0,1070,1354,5,0,0,0,0,0,6,3,0,0,1,2,32820,29.9668,-90.0188
3705,2016-10,Maine,567,0,4320,6926,319,435,1,0,0,0,105,260,1,10,10,0,0,0,0,0,0,0,0,0,12954,43.4564,-70.5447
3707,2016-10,Maryland,2866,0,4280,6786,180,32,0,0,1,0,64,151,1,29,10,0,0,0,0,2,2,0,1,0,14405,39.3342,-76.6844
3708,2016-10,Massachusetts,8761,4,6415,3680,344,198,0,0,0,0,2,1,0,2,0,0,0,0,38,38,13,2,1,1,19500,41.6942,-71.1366
3709,2016-10,Michigan,18470,3070,12680,13539,618,287,1,0,6,1,7,304,8,96,12,0,0,0,0,0,0,0,0,0,49099,42.3819,-83.2819
3710,2016-10,Minnesota,38403,0,11394,18553,1024,511,0,1,2,0,210,667,71,9,9,0,0,0,0,0,0,0,0,0,70854,44.9918,-93.1702
3711,2016-10,Mississippi,2004,0,7564,8323,350,406,1,37,17,2,1323,1399,7,0,0,0,0,0,0,0,0,0,0,0,21433,33.6071,-88.659
3712,2016-10,Missouri,1921,0,21994,20919,1633,1196,0,10,6,1,1285,1554,10,102,18,2,0,0,0,0,0,0,0,0,50651,38.6167,-90.1936
3713,2016-10,Montana,1523,0,3035,6689,213,271,28,2,6,0,391,1233,1,12,5,2,0,0,0,0,0,0,0,0,13411,45.776,-108.498
3714,2016-10,Nebraska,4705,48,144,2817,24,8,0,0,0,0,6,78,1,2,1,0,0,0,0,0,0,0,0,0,7834,42.268,-96.8673
3715,2016-10,Nevada,1726,0,5614,3471,350,378,0,0,0,0,329,154,1,2,1,0,0,0,0,0,0,0,0,0,12026,36.1782,-115.064
3716,2016-10,New Hampshire,4062,0,5968,4672,258,4,2,0,0,0,0,12,2,56,7,2,0,0,0,0,0,0,0,0,15045,43.2465,-70.8627
3717,2016-10,New Jersey,0,0,5391,4567,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10175,40.7047,-74.0794
3718,2016-10,New Mexico,883,0,5449,4826,470,282,0,7,5,0,435,676,7,49,0,0,0,0,0,0,0,0,0,0,13089,32.7116,-104.396
3719,2016-10,New York,3941,0,10820,21094,1117,219,0,2,1,0,20,16,4,0,1,0,3,4,380,245,22,4,10,4,37907,40.6403,-74.166
8233,2009-12,Oklahoma,0,,9249,13253,176,585,0,16,14,,1191,1719,,,,,,,,,,,,,26203,35.7479,-95.3697
3720,2016-10,North Carolina,26407,0,1353,15980,1042,217,0,6,6,0,1975,2339,12,0,0,0,2,1,21,4,2,1,4,0,49372,35.1002,-78.9817
3721,2016-10,North Dakota,676,0,1674,4451,125,113,0,0,7,0,63,174,0,0,0,0,0,0,0,0,0,0,0,0,7283,47.8889,-97.0635
3722,2016-10,Ohio,12693,62,30593,21991,2592,1521,0,4,0,0,1371,963,17,40,13,4,0,0,0,0,0,0,0,0,71864,39.1016,-84.5097
3723,2016-10,Oklahoma,0,0,11560,11325,1127,852,0,8,22,0,1805,1826,10,0,0,0,0,0,19,19,4,0,0,1,28578,35.7479,-95.3697
3724,2016-10,Oregon,787,0,14749,13412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28948,45.5867,-122.587
3725,2016-10,Pennsylvania,29248,0,56836,16223,40,0,168,0,0,0,0,2,0,462,114,2,0,0,0,0,0,0,0,0,103095,39.9325,-75.1745
3727,2016-10,Rhode Island,0,0,1162,950,94,214,0,0,0,0,6,7,0,10,3,2,0,0,0,0,0,0,0,0,2448,41.8201,-71.4281
3728,2016-10,South Carolina,11817,0,9270,7797,598,396,0,9,14,3,981,841,5,41,3,0,0,0,2,3,0,0,0,0,31780,32.7792,-80.2227
3729,2016-10,South Dakota,1629,0,3127,6859,368,242,0,3,2,0,131,308,1,0,0,0,0,0,0,0,0,0,0,0,12670,43.3067,-100.581
3730,2016-10,Tennessee,12980,0,23542,18514,1485,74,0,0,0,0,0,0,0,37,12,8,0,0,0,0,0,0,0,0,56652,35.1446,-85.2751
3731,2016-10,Texas,34700,0,46518,44519,3763,2901,0,30,22,1,6721,5215,41,36,0,0,0,0,0,0,0,0,0,0,144467,35.2094,-101.852
3732,2016-10,Utah,13883,16,3588,4603,345,0,0,0,0,0,262,449,1,115,59,18,0,0,0,0,0,0,0,0,23339,40.7791,-111.942
3733,2016-10,Vermont,0,0,1485,2099,99,84,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3769,43.6081,-73.2739
3735,2016-10,Virginia,816,0,24337,20433,1269,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,46862,36.9172,-76.2739
3736,2016-10,Washington,15570,160,18601,15455,2650,745,4,9,3,2,1326,1336,7,427,133,7,0,0,672,585,38,6,10,0,57746,46.8306,-122.252
3737,2016-10,West Virginia,1937,0,6721,7737,353,405,0,16,29,0,1078,1750,1,7,0,1,0,0,0,0,0,0,0,0,20035,38.416,-82.4205
3738,2016-10,Wisconsin,28980,0,15514,17376,946,52,0,0,0,2,151,351,11,34,25,0,0,0,0,0,0,0,0,0,63442,43.0694,-87.9049
3739,2016-10,Wyoming,534,13,1709,2307,127,116,3,0,4,0,147,267,1,0,0,0,0,0,0,0,0,0,0,0,5228,42.8973,-106.464
3740,2016-09,Alabama,22014,0,7125,8449,319,372,0,15,13,0,1524,1494,11,0,0,0,0,0,0,0,0,0,0,0,41336,32.4184,-86.2826
3741,2016-09,Alaska,306,0,2654,3126,180,181,0,4,5,0,193,187,1,19,11,0,0,0,0,0,0,0,0,0,6867,61.615,-149.619
3742,2016-09,Arizona,8641,86,11769,8951,1086,639,0,7,2,2,1365,732,11,89,9,1,0,0,0,0,0,0,0,0,33390,33.5093,-112.074
3743,2016-09,Arkansas,3300,696,4802,6284,231,324,22,6,10,0,1220,1929,2,0,0,0,0,0,0,0,0,0,0,0,18826,35.9273,-89.919
3744,2016-09,California,62196,0,39213,43015,13548,0,0,0,0,0,587,509,9,0,0,0,0,0,0,0,0,0,0,0,159077,34.1477,-119.195
3745,2016-09,Colorado,5593,0,17390,14521,1143,1136,0,0,0,0,0,0,0,190,40,0,0,0,0,0,0,0,0,0,40013,38.9184,-104.712
3746,2016-09,Connecticut,6953,0,5424,2472,104,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14955,41.2024,-73.1981
3747,2016-09,Delaware,291,0,1759,1894,76,84,0,3,1,0,34,16,2,0,0,0,0,0,0,0,0,0,0,0,4160,39.7454,-75.5726
3748,2016-09,District of Columbia,0,0,46,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,38.831,-77.002
3749,2016-09,Florida,24431,0,45848,22439,3359,1891,2,24,9,1,3236,1414,6,159,23,1,0,0,0,0,0,0,0,0,102843,29.5533,-81.2302
3750,2016-09,Georgia,14745,0,12258,9766,456,513,0,19,16,3,2108,1721,16,0,0,0,0,0,0,0,0,0,0,0,41621,33.7689,-84.4215
8234,2009-12,Oregon,53,,6912,11402,0,453,0,0,0,,0,0,,,,,,,,,,,,,18820,45.5867,-122.587
3752,2016-09,Hawaii,1237,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1247,21.3186,-157.865
3753,2016-09,Idaho,2726,0,3124,5230,234,211,0,1,8,0,330,698,3,41,5,0,0,0,0,0,0,0,0,0,12611,42.5578,-114.471
3754,2016-09,Illinois,17365,77223,20298,11876,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127535,41.6762,-87.6204
3755,2016-09,Indiana,30423,0,17402,13402,1291,636,11,4,4,0,34,578,8,25,0,2,0,0,0,0,0,0,0,0,63820,41.5779,-87.1563
3756,2016-09,Iowa,9095,32,154,2694,26,8,0,0,0,0,1,66,0,10,7,1,0,0,0,0,0,0,0,0,12094,42.4876,-92.3412
3757,2016-09,Kansas,1748,1,4903,5614,371,288,1,2,2,0,644,438,10,15,12,2,0,0,0,0,0,0,0,0,14051,37.6779,-97.3495
3758,2016-09,Kentucky,276744,0,8917,8172,257,590,0,8,10,2,2031,2015,2,4,0,0,0,0,0,0,0,1,0,0,298753,38.0652,-84.5067
3759,2016-09,Louisiana,2914,0,12875,13747,768,790,0,1,3,1,1201,1334,2,0,0,0,0,0,7,12,0,0,0,1,33656,29.9668,-90.0188
3760,2016-09,Maine,660,0,3841,5203,222,298,0,0,0,0,115,188,1,16,6,0,0,0,0,0,0,0,0,0,10550,43.4564,-70.5447
3762,2016-09,Maryland,2659,0,3626,5428,135,20,0,3,0,0,65,172,1,32,9,0,0,0,0,8,2,0,1,0,12161,39.3342,-76.6844
3763,2016-09,Massachusetts,8095,0,5584,3210,327,150,2,0,0,0,13,5,0,0,0,0,0,0,58,30,4,2,0,1,17481,41.6942,-71.1366
3764,2016-09,Michigan,15152,3659,10056,11311,477,235,0,1,6,1,12,328,5,97,23,0,0,0,0,0,0,0,0,0,41363,42.3819,-83.2819
3765,2016-09,Minnesota,30783,0,9548,16213,695,413,0,4,3,0,257,554,22,11,4,0,0,0,0,0,0,0,0,0,58507,44.9918,-93.1702
3766,2016-09,Mississippi,2554,0,6904,6592,276,377,0,25,27,0,1499,1445,6,0,0,0,0,0,0,0,0,0,0,0,19705,33.6071,-88.659
3767,2016-09,Missouri,2907,0,17808,15528,1323,949,0,11,10,0,1394,1348,5,136,18,0,0,0,0,0,0,0,0,0,41437,38.6167,-90.1936
3768,2016-09,Montana,1355,0,2702,5404,167,227,9,3,8,1,478,1114,0,9,2,0,0,0,0,0,0,0,0,0,11479,45.776,-108.498
3769,2016-09,Nebraska,3682,51,104,2144,19,4,0,0,0,0,8,81,0,5,1,0,0,0,0,0,0,0,0,0,6099,42.268,-96.8673
3770,2016-09,Nevada,2386,0,4281,2764,262,272,0,0,1,0,303,165,0,0,0,0,0,0,0,0,0,0,0,0,10434,36.1782,-115.064
3771,2016-09,New Hampshire,4131,0,5100,3766,184,4,36,0,0,0,0,19,1,85,2,1,0,0,0,0,0,0,0,0,13329,43.2465,-70.8627
3772,2016-09,New Jersey,0,0,5249,3864,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9309,40.7047,-74.0794
3773,2016-09,New Mexico,927,0,4793,4277,368,286,0,6,6,1,514,653,2,34,0,0,0,0,0,0,0,0,0,0,11867,32.7116,-104.396
3774,2016-09,New York,4362,0,9700,17804,884,208,0,0,0,0,12,15,2,0,4,0,2,3,322,249,14,7,7,4,33599,40.6403,-74.166
3775,2016-09,North Carolina,25994,0,1068,14018,722,245,0,6,10,1,2048,2311,14,0,0,0,1,2,0,8,1,0,2,1,46452,35.1002,-78.9817
3776,2016-09,North Dakota,819,0,1273,3381,99,84,0,0,2,0,65,159,1,0,0,0,0,0,0,0,0,0,0,0,5883,47.8889,-97.0635
3777,2016-09,Ohio,11166,141,24297,18038,1573,1121,0,8,3,0,1482,945,20,28,6,0,0,0,0,0,0,0,0,0,58828,39.1016,-84.5097
3778,2016-09,Oklahoma,0,0,9638,10003,860,819,0,12,13,0,2054,1904,6,0,0,0,0,0,0,0,0,0,0,0,25309,35.7479,-95.3697
3779,2016-09,Oregon,114,0,13325,13046,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26487,45.5867,-122.587
3780,2016-09,Pennsylvania,26936,0,46101,12697,31,0,120,0,0,0,0,0,0,429,109,1,0,0,0,0,0,0,0,0,86424,39.9325,-75.1745
5917,2013-06,New Jersey,0,,7691,3995,418,0,0,0,0,0,0,0,0,,,,,0,,,,,,,12104,40.7047,-74.0794
3782,2016-09,Rhode Island,0,0,1031,767,62,168,0,0,0,0,2,5,0,9,5,3,0,0,0,0,0,0,0,0,2052,41.8201,-71.4281
3783,2016-09,South Carolina,10337,0,8725,7088,483,352,0,7,9,1,1086,857,6,33,4,0,0,0,0,0,0,0,0,0,28988,32.7792,-80.2227
3784,2016-09,South Dakota,1335,0,2530,4663,178,179,0,2,1,0,142,254,0,0,0,0,0,0,0,0,0,0,0,0,9284,43.3067,-100.581
3785,2016-09,Tennessee,11512,0,20721,15120,0,1141,0,0,0,0,0,0,0,41,6,5,0,0,0,0,0,0,0,0,48546,35.1446,-85.2751
3786,2016-09,Texas,29142,0,37858,42308,2888,2436,0,35,20,4,6869,5045,54,32,2,1,0,0,0,0,0,0,0,0,126694,35.2094,-101.852
3787,2016-09,Utah,11262,12,2918,4440,278,0,0,0,2,0,265,413,0,160,128,36,0,0,0,0,0,0,0,0,19914,40.7791,-111.942
3788,2016-09,Vermont,0,0,1233,1701,96,96,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3130,43.6081,-73.2739
3790,2016-09,Virginia,804,0,20325,16687,954,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,38779,36.9172,-76.2739
3791,2016-09,Washington,12021,210,15261,13621,2203,684,6,5,7,1,1278,1342,8,397,111,5,0,0,547,405,21,5,7,2,48147,46.8306,-122.252
3792,2016-09,West Virginia,1686,0,6122,6495,256,436,4,11,15,1,1292,1747,4,7,1,2,0,0,0,0,0,0,0,0,18079,38.416,-82.4205
3793,2016-09,Wisconsin,30268,0,13271,14796,691,33,0,0,1,3,162,345,12,31,24,2,0,0,0,0,0,0,0,0,59639,43.0694,-87.9049
3794,2016-09,Wyoming,699,12,1521,2207,90,98,0,1,5,0,158,293,2,0,0,0,0,0,0,0,0,0,0,0,5086,42.8973,-106.464
3795,2016-08,Alabama,22987,0,8243,7808,352,384,0,10,5,0,1453,1201,8,0,0,0,0,0,2,2,0,0,0,0,42455,32.4184,-86.2826
3796,2016-08,Alaska,183,0,2725,3484,183,202,0,6,2,0,189,183,1,24,12,0,0,0,0,0,0,0,0,0,7194,61.615,-149.619
3797,2016-08,Arizona,8752,103,12069,8601,1084,617,0,5,8,0,1342,692,11,111,17,0,0,0,6,3,0,1,0,0,33422,33.5093,-112.074
3798,2016-08,Arkansas,5990,840,5666,6108,207,333,0,5,8,0,1005,1522,1,0,0,0,0,0,2,3,0,0,1,1,21692,35.9273,-89.919
3799,2016-08,California,75535,0,43344,43552,13186,0,0,0,0,0,559,580,14,0,0,0,0,0,0,0,0,0,0,0,176770,34.1477,-119.195
3800,2016-08,Colorado,6238,0,18116,14054,1204,1078,0,0,0,0,0,0,0,254,52,0,0,0,0,0,0,0,0,0,40996,38.9184,-104.712
3801,2016-08,Connecticut,13217,0,9929,3941,230,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27353,41.2024,-73.1981
3802,2016-08,Delaware,705,0,1662,1562,96,80,0,1,1,0,23,19,2,0,0,0,0,0,6,10,2,0,0,0,4169,39.7454,-75.5726
3803,2016-08,District of Columbia,2,0,56,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,38.831,-77.002
3804,2016-08,Florida,31652,0,49867,23359,3572,1877,3,17,9,0,2785,1156,7,103,20,0,0,0,15,4,0,0,0,0,114446,29.5533,-81.2302
3805,2016-08,Georgia,18136,0,12627,9187,556,513,0,10,11,0,1911,1403,8,0,0,0,0,0,4,3,1,0,0,0,44370,33.7689,-84.4215
3807,2016-08,Hawaii,1298,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,1305,21.3186,-157.865
3808,2016-08,Idaho,2919,2,3194,4214,177,187,0,2,2,1,342,558,0,25,9,0,0,0,1,2,0,0,0,0,11635,42.5578,-114.471
3809,2016-08,Illinois,17735,74867,60745,30602,0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185912,41.6762,-87.6204
3810,2016-08,Indiana,44252,0,18906,13606,1238,596,2,1,4,0,23,527,11,18,0,0,0,0,10,6,2,0,0,0,79202,41.5779,-87.1563
3811,2016-08,Iowa,9861,23,182,2345,22,3,0,0,0,0,0,59,0,20,2,1,0,0,0,0,0,0,0,0,12518,42.4876,-92.3412
3812,2016-08,Kansas,1581,6,4987,5437,404,283,5,4,2,0,583,448,5,11,4,6,0,0,2,2,0,0,0,0,13770,37.6779,-97.3495
5918,2013-06,New Mexico,861,,4207,3633,195,221,0,0,6,0,341,483,1,,,,,0,,,,,,,9948,32.7116,-104.396
3813,2016-08,Kentucky,9579,0,8842,7187,281,445,0,5,8,1,1689,1678,9,12,4,0,0,0,2,3,0,0,1,0,29746,38.0652,-84.5067
3814,2016-08,Louisiana,3231,0,13082,10527,971,845,0,2,6,2,1061,968,6,0,0,0,0,0,9,6,0,0,0,0,30716,29.9668,-90.0188
3815,2016-08,Maine,615,0,3294,3546,239,172,0,0,0,0,139,178,1,9,8,0,0,0,1,0,1,0,1,0,8204,43.4564,-70.5447
3817,2016-08,Maryland,2761,0,4249,5109,89,23,0,1,2,0,71,141,2,37,17,0,0,0,1,4,0,0,1,2,12510,39.3342,-76.6844
3818,2016-08,Massachusetts,8977,3,5601,2915,340,190,8,0,0,0,30,14,14,0,1,0,0,0,25,10,6,2,1,1,18138,41.6942,-71.1366
3819,2016-08,Michigan,16743,3953,10650,9117,458,202,0,0,0,0,10,283,1,62,10,0,0,0,3,1,0,0,0,0,41493,42.3819,-83.2819
3820,2016-08,Minnesota,28620,0,9391,11884,694,381,0,2,6,0,231,441,19,8,10,1,0,0,5,6,1,0,0,0,51700,44.9918,-93.1702
3821,2016-08,Mississippi,2524,0,11193,9085,412,600,0,32,19,0,1351,1124,9,0,0,0,0,0,2,0,0,0,0,0,26351,33.6071,-88.659
3822,2016-08,Missouri,5318,0,18394,15365,1418,953,0,16,12,1,1210,1284,18,163,13,3,0,0,6,5,1,1,1,0,44182,38.6167,-90.1936
3823,2016-08,Montana,1483,0,2882,4487,162,224,10,4,3,1,473,917,3,16,3,3,0,0,0,1,0,0,0,0,10672,45.776,-108.498
3824,2016-08,Nebraska,4257,114,126,1805,19,2,0,0,0,0,7,66,0,6,3,0,0,0,0,0,0,0,0,0,6405,42.268,-96.8673
3825,2016-08,Nevada,2256,0,4676,2629,246,274,0,0,0,0,303,136,0,0,0,0,0,0,0,0,0,0,0,0,10520,36.1782,-115.064
3826,2016-08,New Hampshire,3629,0,4732,3421,182,8,4,0,0,0,0,10,4,44,1,3,0,0,0,1,0,0,0,0,12039,43.2465,-70.8627
3827,2016-08,New Jersey,0,0,5541,3962,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9728,40.7047,-74.0794
